Epoch 0 | Validation | Time: 52.5181 | lr: 0.1 | SA: 0.6867
Epoch 66 | Validation | Time: 51.3651 | lr: 0.07545207078751859 | SA: 0.9376
Epoch 67 | Validation | Time: 51.4892 | lr: 0.0747729334216204 | SA: 0.9460
Epoch 68 | Validation | Time: 51.4985 | lr: 0.07408768370508578 | SA: 0.9488
Epoch 69 | Validation | Time: 51.5632 | lr: 0.0733964907130287 | SA: 0.9570
Epoch 70 | Validation | Time: 51.5018 | lr: 0.07269952498697736 | SA: 0.9546
Epoch 71 | Validation | Time: 51.2556 | lr: 0.07199695849279578 | SA: 0.9576
Epoch 72 | Validation | Time: 51.1968 | lr: 0.07128896457825366 | SA: 0.9587
Epoch 73 | Validation | Time: 51.8367 | lr: 0.07057571793025548 | SA: 0.9575
Epoch 74 | Validation | Time: 51.7089 | lr: 0.06985739453173906 | SA: 0.9462
Epoch 75 | Validation | Time: 51.2633 | lr: 0.06913417161825453 | SA: 0.9474
Epoch 76 | Validation | Time: 51.5488 | lr: 0.06840622763423394 | SA: 0.9589
Epoch 77 | Validation | Time: 51.8564 | lr: 0.0676737421889629 | SA: 0.9600
Epoch 78 | Validation | Time: 51.4177 | lr: 0.06693689601226462 | SA: 0.9498
Epoch 79 | Validation | Time: 51.6440 | lr: 0.06619587090990751 | SA: 0.9536
Epoch 80 | Validation | Time: 51.6675 | lr: 0.06545084971874741 | SA: 0.9578
Epoch 81 | Validation | Time: 51.3237 | lr: 0.06470201626161524 | SA: 0.9496
Epoch 82 | Validation | Time: 51.1767 | lr: 0.06394955530196152 | SA: 0.9600
Epoch 83 | Validation | Time: 51.4876 | lr: 0.06319365249826868 | SA: 0.9429
Epoch 84 | Validation | Time: 51.2196 | lr: 0.06243449435824277 | SA: 0.9581
Epoch 85 | Validation | Time: 51.5590 | lr: 0.06167226819279532 | SA: 0.9595
Epoch 86 | Validation | Time: 51.9662 | lr: 0.06090716206982718 | SA: 0.9582
Epoch 87 | Validation | Time: 51.9059 | lr: 0.06013936476782568 | SA: 0.9641
Epoch 88 | Validation | Time: 52.0452 | lr: 0.05936906572928629 | SA: 0.9517
Epoch 89 | Validation | Time: 51.3548 | lr: 0.05859645501397052 | SA: 0.9611
Epoch 90 | Validation | Time: 51.8555 | lr: 0.05782172325201159 | SA: 0.9391
Epoch 91 | Validation | Time: 51.6051 | lr: 0.057045061596879186 | SA: 0.9577
Epoch 92 | Validation | Time: 51.4078 | lr: 0.056266661678215264 | SA: 0.9587
Epoch 93 | Validation | Time: 51.1463 | lr: 0.055486715554552306 | SA: 0.9656
Epoch 94 | Validation | Time: 51.4130 | lr: 0.05470541566592575 | SA: 0.9559
Epoch 95 | Validation | Time: 51.5807 | lr: 0.05392295478639229 | SA: 0.9518
Epoch 96 | Validation | Time: 51.7675 | lr: 0.05313952597646571 | SA: 0.9611
Epoch 97 | Validation | Time: 51.7212 | lr: 0.05235532253548216 | SA: 0.9563
Epoch 98 | Validation | Time: 51.7894 | lr: 0.051570537953906447 | SA: 0.9564
Epoch 99 | Validation | Time: 51.2057 | lr: 0.05078536586559106 | SA: 0.9531
Epoch 100 | Validation | Time: 51.2081 | lr: 0.050000000000000024 | SA: 0.9577
Epoch 101 | Validation | Time: 51.7681 | lr: 0.049214634134409 | SA: 0.9640
Epoch 102 | Validation | Time: 51.8038 | lr: 0.04842946204609361 | SA: 0.9583
Epoch 103 | Validation | Time: 51.3809 | lr: 0.04764467746451789 | SA: 0.9558
Epoch 104 | Validation | Time: 51.4437 | lr: 0.046860474023534354 | SA: 0.9606
Epoch 105 | Validation | Time: 51.4398 | lr: 0.04607704521360778 | SA: 0.9584
Epoch 106 | Validation | Time: 51.2828 | lr: 0.04529458433407431 | SA: 0.9658
Epoch 107 | Validation | Time: 51.5372 | lr: 0.04451328444544776 | SA: 0.9646
Epoch 108 | Validation | Time: 51.3557 | lr: 0.04373333832178482 | SA: 0.9590
Epoch 109 | Validation | Time: 51.8312 | lr: 0.0429549384031209 | SA: 0.9634
Epoch 110 | Validation | Time: 51.8458 | lr: 0.042178276747988484 | SA: 0.9662
Epoch 111 | Validation | Time: 51.4304 | lr: 0.04140354498602954 | SA: 0.9580
Epoch 112 | Validation | Time: 51.5027 | lr: 0.0406309342707138 | SA: 0.9660
Epoch 113 | Validation | Time: 52.0811 | lr: 0.03986063523217441 | SA: 0.9603
Epoch 114 | Validation | Time: 51.3658 | lr: 0.039092837930172916 | SA: 0.9628
Epoch 115 | Validation | Time: 51.2633 | lr: 0.03832773180720475 | SA: 0.9588
Epoch 116 | Validation | Time: 51.6438 | lr: 0.037565505641757285 | SA: 0.9574
Epoch 117 | Validation | Time: 51.3425 | lr: 0.03680634750173138 | SA: 0.9681
Epoch 118 | Validation | Time: 62.6226 | lr: 0.036050444698038565 | SA: 0.9651
Epoch 119 | Validation | Time: 51.8365 | lr: 0.03529798373838483 | SA: 0.9618
Epoch 120 | Validation | Time: 52.0947 | lr: 0.03454915028125267 | SA: 0.9563
Epoch 121 | Validation | Time: 51.3569 | lr: 0.03380412909009255 | SA: 0.9639
Epoch 122 | Validation | Time: 51.3641 | lr: 0.03306310398773545 | SA: 0.9624
Epoch 123 | Validation | Time: 51.8155 | lr: 0.03232625781103717 | SA: 0.9616
Epoch 124 | Validation | Time: 51.7980 | lr: 0.03159377236576613 | SA: 0.9603
Epoch 125 | Validation | Time: 51.4681 | lr: 0.030865828381745543 | SA: 0.9607
Epoch 126 | Validation | Time: 51.3553 | lr: 0.03014260546826098 | SA: 0.9658
Epoch 127 | Validation | Time: 51.7658 | lr: 0.02942428206974458 | SA: 0.9649
Epoch 128 | Validation | Time: 51.7279 | lr: 0.028711035421746387 | SA: 0.9627
Epoch 129 | Validation | Time: 51.7563 | lr: 0.02800304150720426 | SA: 0.9666
Epoch 130 | Validation | Time: 51.9122 | lr: 0.02730047501302268 | SA: 0.9641
Epoch 131 | Validation | Time: 51.2745 | lr: 0.026603509286971357 | SA: 0.9620
Epoch 132 | Validation | Time: 51.6377 | lr: 0.025912316294914244 | SA: 0.9676
Epoch 133 | Validation | Time: 51.4518 | lr: 0.025227066578379632 | SA: 0.9601
Epoch 134 | Validation | Time: 51.9192 | lr: 0.024547929212481445 | SA: 0.9578
Epoch 135 | Validation | Time: 51.7805 | lr: 0.02387507176420257 | SA: 0.9624
Epoch 136 | Validation | Time: 51.3211 | lr: 0.023208660251050166 | SA: 0.9695
Epoch 137 | Validation | Time: 51.5390 | lr: 0.022548859100093414 | SA: 0.9663
Epoch 138 | Validation | Time: 51.5329 | lr: 0.021895831107393474 | SA: 0.9641
Epoch 139 | Validation | Time: 51.7259 | lr: 0.02124973739783608 | SA: 0.9602
Epoch 140 | Validation | Time: 51.6647 | lr: 0.02061073738537636 | SA: 0.9684
Epoch 141 | Validation | Time: 51.5189 | lr: 0.019978988733705814 | SA: 0.9659
Epoch 142 | Validation | Time: 51.3802 | lr: 0.01935464731735118 | SA: 0.9628
Epoch 143 | Validation | Time: 51.9664 | lr: 0.018737867183214747 | SA: 0.9645
Epoch 144 | Validation | Time: 51.3962 | lr: 0.01812880051256552 | SA: 0.9612
Epoch 145 | Validation | Time: 51.5354 | lr: 0.017527597583490827 | SA: 0.9621
Epoch 146 | Validation | Time: 51.7734 | lr: 0.01693440673381742 | SA: 0.9593
Epoch 147 | Validation | Time: 51.5150 | lr: 0.016349374324511334 | SA: 0.9666
Epoch 148 | Validation | Time: 51.3882 | lr: 0.01577264470356557 | SA: 0.9681
Epoch 149 | Validation | Time: 51.5072 | lr: 0.01520436017038429 | SA: 0.9632
Epoch 150 | Validation | Time: 51.6531 | lr: 0.014644660940672632 | SA: 0.9666
Epoch 151 | Validation | Time: 51.8037 | lr: 0.01409368511184057 | SA: 0.9634
Epoch 152 | Validation | Time: 51.1559 | lr: 0.013551568628929438 | SA: 0.9673
Epoch 153 | Validation | Time: 51.3602 | lr: 0.013018445251069516 | SA: 0.9684
Epoch 154 | Validation | Time: 51.6597 | lr: 0.012494446518477026 | SA: 0.9639
Epoch 155 | Validation | Time: 52.2060 | lr: 0.011979701719998459 | SA: 0.9627
Epoch 156 | Validation | Time: 51.5825 | lr: 0.011474337861210548 | SA: 0.9666
Epoch 157 | Validation | Time: 52.1977 | lr: 0.010978479633083526 | SA: 0.9661
Epoch 158 | Validation | Time: 51.2767 | lr: 0.010492249381215483 | SA: 0.9682
Epoch 159 | Validation | Time: 51.3357 | lr: 0.010015767075645474 | SA: 0.9653
Epoch 160 | Validation | Time: 51.7538 | lr: 0.009549150281252637 | SA: 0.9676
Epoch 161 | Validation | Time: 51.3603 | lr: 0.00909251412874884 | SA: 0.9667
Epoch 162 | Validation | Time: 51.9791 | lr: 0.008645971286271918 | SA: 0.9695
Epoch 163 | Validation | Time: 51.3606 | lr: 0.008209631931586501 | SA: 0.9636
Epoch 164 | Validation | Time: 51.2408 | lr: 0.0077836037248992605 | SA: 0.9672
Epoch 165 | Validation | Time: 51.3547 | lr: 0.0073679917822954055 | SA: 0.9657
Epoch 166 | Validation | Time: 51.5160 | lr: 0.006962898649802815 | SA: 0.9671
Epoch 167 | Validation | Time: 51.1760 | lr: 0.006568424278090438 | SA: 0.9673
Epoch 168 | Validation | Time: 51.5316 | lr: 0.006184665997806824 | SA: 0.9685
Epoch 169 | Validation | Time: 51.2801 | lr: 0.00581171849556533 | SA: 0.9640
Epoch 170 | Validation | Time: 51.8257 | lr: 0.0054496737905816136 | SA: 0.9666
Epoch 171 | Validation | Time: 51.5586 | lr: 0.005098621211969226 | SA: 0.9674
Epoch 172 | Validation | Time: 51.4830 | lr: 0.004758647376699035 | SA: 0.9680
Epoch 173 | Validation | Time: 52.3908 | lr: 0.00442983616822775 | SA: 0.9665
Epoch 174 | Validation | Time: 51.4812 | lr: 0.004112268715800957 | SA: 0.9671
Epoch 175 | Validation | Time: 51.4721 | lr: 0.003806023374435677 | SA: 0.9661
Epoch 176 | Validation | Time: 51.7113 | lr: 0.003511175705587435 | SA: 0.9668
Epoch 177 | Validation | Time: 51.7133 | lr: 0.0032277984585066333 | SA: 0.9671
Epoch 178 | Validation | Time: 51.4907 | lr: 0.002955961552288729 | SA: 0.9670
Epoch 179 | Validation | Time: 51.7431 | lr: 0.0026957320586227366 | SA: 0.9676
Epoch 180 | Validation | Time: 51.2938 | lr: 0.002447174185242325 | SA: 0.9665
Epoch 181 | Validation | Time: 51.7411 | lr: 0.0022103492600834954 | SA: 0.9671
Epoch 182 | Validation | Time: 51.7933 | lr: 0.0019853157161528537 | SA: 0.9670
Epoch 183 | Validation | Time: 51.7305 | lr: 0.001772129077110103 | SA: 0.9668
Epoch 184 | Validation | Time: 51.4888 | lr: 0.0015708419435684529 | SA: 0.9666
Epoch 185 | Validation | Time: 51.5028 | lr: 0.0013815039801161732 | SA: 0.9672
Epoch 186 | Validation | Time: 51.4628 | lr: 0.0012041619030626347 | SA: 0.9661
Epoch 187 | Validation | Time: 51.4263 | lr: 0.0010388594689117077 | SA: 0.9666
Epoch 188 | Validation | Time: 51.6347 | lr: 0.0008856374635655645 | SA: 0.9663
Epoch 189 | Validation | Time: 51.6857 | lr: 0.000744533692261307 | SA: 0.9676
Epoch 190 | Validation | Time: 52.6424 | lr: 0.0006155829702431174 | SA: 0.9675
Epoch 191 | Validation | Time: 51.1312 | lr: 0.0004988171141721235 | SA: 0.9675
Epoch 192 | Validation | Time: 51.5106 | lr: 0.00039426493427611206 | SA: 0.9675
Epoch 193 | Validation | Time: 51.6760 | lr: 0.00030195222724102046 | SA: 0.9675
Epoch 194 | Validation | Time: 51.6519 | lr: 0.00022190176984600036 | SA: 0.9676
Epoch 195 | Validation | Time: 51.8078 | lr: 0.00015413331334360192 | SA: 0.9673
Epoch 196 | Validation | Time: 51.8443 | lr: 9.866357858642213e-05 | SA: 0.9672
Epoch 197 | Validation | Time: 51.6131 | lr: 5.5506251901504864e-05 | SA: 0.9671
Epoch 198 | Validation | Time: 51.4716 | lr: 2.4671981713420017e-05 | SA: 0.9671
Epoch 199 | Validation | Time: 51.8394 | lr: 6.168375916970619e-06 | SA: 0.9671
